home_team_encoded,away_team_encoded,referee_encoded,home_goals,away_goals,home_xg,away_xg,home_poss,home_team_form,away_team_form,home_avg_goals_10,home_avg_xg_10,away_avg_goals_10,away_avg_xg_10,home_avg_conceded_10,away_avg_conceded_10,h2h_stat,result
5,1,15,1,3,0.7,2.5,57,0.0,2.0,0.5,0.5,1.5,1.7100000000000002,3.0,1.2,0.0,-1
18,14,9,1,2,0.7,3.5,21,0.0,2.0,0.6666666666666666,0.5666666666666667,1.8,1.92,1.6666666666666667,0.5,0.0,-1
16,12,10,1,2,2.0,0.9,59,1.0,1.8,2.0,2.33,2.2,2.02,1.2,1.2,-1.0,-1
13,21,16,1,2,1.4,1.0,39,0.0,1.5,0.6666666666666666,1.0999999999999999,1.5328947368421053,1.4846052631578948,3.0,1.5328947368421053,0.0,-1
18,8,1,2,2,1.2,2.5,46,0.25,0.8,1.0,0.725,1.2,1.8,1.75,1.9,0.0,0
14,9,14,5,1,2.2,1.4,68,2.4,0.8,2.1,1.89,1.5,1.1600000000000001,0.5,2.0,1.0,1
6,17,27,0,1,2.3,0.8,75,1.0,1.5,1.3,1.7,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,-1
3,2,20,2,2,2.9,2.1,60,1.8,0.4,1.8,1.86,1.0,1.1199999999999999,0.8,1.6,0.5,0
5,20,6,2,5,1.3,2.2,47,0.0,1.5,1.0,0.7666666666666666,1.5328947368421053,1.4846052631578948,3.6666666666666665,1.5328947368421053,0.0,-1
4,16,24,3,1,1.3,1.2,56,1.8,1.5,2.2,2.0500000000000003,1.5328947368421053,1.4846052631578948,1.9,1.5328947368421053,0.0,1
12,1,23,3,0,2.5,0.7,63,2.2,1.8,2.3,2.08,1.4,1.6300000000000001,1.1,1.4,0.5,1
7,22,19,3,2,2.1,1.2,43,1.6,1.5,1.4,1.36,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,1.0,1
0,15,2,3,1,2.3,0.9,55,2.6,1.5,1.9,1.61,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,1.0,1
22,12,14,1,3,0.6,2.5,35,0.6,2.6,0.7,1.12,2.2,2.1100000000000003,2.5,0.9,1.0,-1
1,7,6,3,1,3.0,1.2,66,1.8,1.4,1.6,1.83,1.5,1.4,1.5,1.4,0.0,1
20,18,17,2,1,2.1,0.7,70,2.6,1.5,2.3,1.7600000000000002,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,0.0,1
15,4,9,1,3,1.0,1.7,44,1.2,1.5,1.5,2.29,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,-1.0,-1
21,14,1,1,3,0.9,3.6,32,2.0,3.0,1.5,1.32,2.1,2.02,1.5,0.6,-1.0,-1
9,13,15,1,0,1.0,1.1,77,1.4,0.0,1.5,1.24,0.5,1.1,1.8,2.5,0.0,1
16,3,4,1,0,1.4,0.5,56,1.2,1.2,1.5,1.92,1.6,1.8,1.3,0.9,1.0,1
2,6,7,0,0,1.0,1.8,36,0.6,1.0,0.9,1.1300000000000001,1.2,1.8,1.6,1.4,-1.0,0
8,0,23,0,1,0.3,1.0,26,0.2,2.6,1.1,1.7400000000000002,1.9,1.6600000000000001,1.6,0.9,0.0,-1
17,5,19,1,1,0.7,0.5,46,1.4,0.25,1.6,1.02,1.0,0.7,1.5,3.0,0.0,0
14,17,2,2,0,1.3,1.0,57,3.0,1.5,2.1,1.8900000000000001,1.5328947368421053,1.4846052631578948,0.5,1.5328947368421053,1.0,1
7,9,16,0,0,0.3,0.6,51,1.0,1.0,1.1,1.22,1.5,1.21,1.1,1.7,-0.5,0
13,22,11,1,1,2.1,0.6,57,0.2,1.5,0.6,1.3,1.5328947368421053,1.4846052631578948,2.2,1.5328947368421053,0.0,0
3,8,14,1,3,1.0,1.9,57,1.0,0.8,1.5,1.7400000000000002,1.2,1.6199999999999999,1.1,1.5,-0.5,-1
5,15,28,0,1,1.1,1.0,61,0.2,1.5,0.8,0.78,1.5328947368421053,1.4846052631578948,2.6,1.5328947368421053,0.0,-1
0,20,19,2,2,1.8,1.4,47,2.2,1.5,1.8,1.67,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,1.0,0
12,21,3,3,1,3.0,1.1,63,3.0,1.5,2.4,2.23,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,1.0,1
6,1,9,0,1,1.3,1.0,53,0.8,2.4,0.9,1.8,1.7,1.8699999999999999,1.4,1.4,0.0,-1
4,2,10,3,1,1.9,1.1,61,2.4,0.4,2.4,1.92,0.6,1.05,1.6,1.8,1.0,1
18,16,24,0,8,0.9,3.9,42,0.2,1.5,0.8333333333333334,0.75,1.5328947368421053,1.4846052631578948,2.8333333333333335,1.5328947368421053,0.0,-1
1,4,1,6,1,1.6,1.7,39,2.4,1.5,2.3,1.8800000000000001,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,1.0,1
16,5,26,2,0,3.1,0.6,53,1.8,0.2,2.3,2.2600000000000002,0.6666666666666666,0.75,0.9,2.5,0.0,1
15,7,3,0,1,1.3,0.9,77,1.2,1.6,1.4,2.0799999999999996,1.2,1.27,1.3,1.0,1.0,-1
21,18,8,2,0,2.1,1.1,52,1.8,1.5,1.7,1.4700000000000002,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,0.0,1
2,0,15,0,4,0.6,3.4,43,0.4,2.2,0.5,0.99,2.0,1.8800000000000001,1.9,1.0,-1.0,-1
22,14,4,2,1,0.4,0.9,32,1.4,2.4,0.9,1.06,1.9,1.9,2.1,0.7,-1.0,1
8,13,2,1,2,2.9,0.9,67,0.8,0.8,0.8,1.6800000000000002,0.8333333333333334,1.2333333333333334,1.6,2.0,0.0,-1
20,12,23,2,1,2.2,1.3,64,2.6,2.4,2.3,1.83,2.4,2.14,1.4,1.2,-1.0,1
17,3,16,1,1,0.5,1.6,41,1.0,0.6,1.2,0.9199999999999999,1.6,1.8800000000000001,1.3,1.1,0.0,0
9,6,27,0,2,1.1,1.7,56,1.0,1.4,1.0,1.16,0.9,1.85,1.6,1.2,0.5,-1
13,5,17,1,2,1.3,1.1,49,0.8,0.8,0.8571428571428571,1.2428571428571427,0.8571428571428571,0.7999999999999999,2.0,2.2857142857142856,0.0,-1
13,20,10,0,1,0.8,1.9,34,0.8,1.5,0.75,1.1875,1.5328947368421053,1.4846052631578948,1.875,1.5328947368421053,0.0,-1
15,3,1,2,1,1.4,0.9,64,1.2,0.4,1.5,2.08,1.5,1.6300000000000001,1.4,1.3,1.0,1
9,18,22,3,1,2.2,0.6,60,1.4,1.5,1.1,1.24,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,1
8,2,7,3,0,2.4,0.7,48,1.4,0.4,1.1,1.7600000000000002,0.5,1.0299999999999998,1.3,2.0,0.0,1
5,6,24,1,4,0.7,1.9,38,0.8,1.4,0.875,0.7875,1.3,1.92,2.5,1.2,0.0,-1
7,17,4,0,0,0.8,1.0,52,1.6,1.5,1.0,1.2,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,0.0,0
21,16,17,2,2,1.2,2.0,36,1.4,1.5,1.9,1.57,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,-1.0,0
4,12,2,2,2,2.3,2.3,46,2.0,2.0,2.3,2.02,2.3,2.15,1.9,1.4,1.0,0
22,1,19,1,1,1.7,1.6,47,1.0,2.0,1.0,1.2,2.2,1.92,2.0,1.4,1.0,0
0,14,14,1,0,0.4,0.5,49,2.6,1.8,2.1,1.83,1.8,1.8299999999999996,0.7,0.8,-1.0,1
12,8,4,2,0,2.2,0.1,77,2.0,1.2,2.4,2.3,1.0,1.5699999999999998,1.3,1.4,0.5,1
14,4,19,2,1,0.8,0.8,55,1.8,1.5,1.9,1.73,1.5328947368421053,1.4846052631578948,0.8,1.5328947368421053,1.0,1
16,7,27,4,0,2.4,1.2,59,2.6,1.0,2.5,2.13,0.8,1.16,1.0,1.2,0.0,1
2,22,16,1,2,0.6,2.4,35,0.2,1.5,0.6,0.9899999999999999,1.5328947368421053,1.4846052631578948,2.1,1.5328947368421053,0.0,-1
3,5,11,3,0,3.1,1.1,50,0.8,0.6,1.5,1.8199999999999998,0.7777777777777778,0.8222222222222223,1.2,2.5555555555555554,0.0,1
17,13,22,2,2,2.9,1.7,57,0.8,1.0,1.1,1.1199999999999999,0.8888888888888888,1.2444444444444445,1.3,1.8888888888888888,0.0,0
6,0,3,2,2,1.3,1.0,44,1.6,2.2,1.4,1.86,2.3,1.8699999999999999,1.0,0.8,-1.0,0
18,15,14,1,2,1.4,1.1,38,0.0,1.5,0.7777777777777778,0.8444444444444444,1.5328947368421053,1.4846052631578948,2.6666666666666665,1.5328947368421053,0.0,-1
1,21,7,4,1,1.9,1.1,58,2.6,1.5,2.5,1.98,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,-1.0,1
20,9,2,2,0,1.5,1.0,55,2.6,1.4,2.4,1.86,0.9,1.1700000000000002,0.9,1.7,1.0,1
7,20,1,1,2,0.6,1.1,25,1.0,1.5,0.8,1.0799999999999998,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,-1.0,-1
6,3,23,0,2,1.9,2.2,68,1.4,1.4,1.3,1.8299999999999996,1.6,1.9100000000000001,1.1,1.2,-0.5,-1
0,18,27,5,0,2.8,0.0,67,2.2,1.5,2.3,1.8699999999999999,1.5328947368421053,1.4846052631578948,0.8,1.5328947368421053,0.0,1
2,5,22,2,1,1.1,0.8,45,0.6,0.6,0.8,1.05,0.8,0.82,2.1,2.5,0.0,1
22,16,2,2,2,0.9,2.2,43,1.8,1.5,1.3,1.32,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,0
21,8,24,0,1,0.7,0.8,64,0.8,1.8,1.6,1.4000000000000001,1.0,1.55,1.7,1.4,1.0,-1
12,17,3,3,0,3.2,0.4,72,2.0,1.5,2.3,2.2199999999999998,1.5328947368421053,1.4846052631578948,0.9,1.5328947368421053,1.0,1
1,13,10,3,1,2.3,0.5,70,2.6,0.8,2.6,1.9299999999999997,0.9,1.17,1.4,2.0,0.0,1
4,9,15,1,1,1.4,0.7,71,1.0,1.0,2.3,1.8800000000000001,0.9,1.06,1.9,1.6,-1.0,0
15,14,16,0,3,0.9,4.0,40,1.8,1.8,1.1,1.4700000000000002,2.2,1.97,1.6,0.7,1.0,-1
9,15,10,0,1,1.0,0.7,45,0.8,1.5,0.8,1.01,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,-1.0,-1
14,2,4,6,1,1.9,0.9,65,1.8,0.6,2.5,1.9700000000000002,0.8,1.0100000000000002,0.8,2.6,1.0,1
8,4,27,1,1,0.7,0.5,21,1.4,1.5,1.1,1.3499999999999999,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,-1.0,0
3,21,26,3,2,1.5,1.8,58,2.0,1.5,1.7,1.8399999999999999,1.5328947368421053,1.4846052631578948,1.2,1.5328947368421053,1.0,1
5,7,17,0,2,1.1,1.3,67,0.6,1.4,0.8,0.9,0.9,1.02,2.4,1.3,0.0,-1
18,22,19,2,1,1.0,1.2,39,0.6,1.5,0.9,0.8099999999999999,1.5328947368421053,1.4846052631578948,2.9,1.5328947368421053,0.0,1
16,0,24,1,0,1.0,0.6,42,2.2,2.0,2.2,1.95,2.1,1.85,1.0,0.8,-1.0,1
17,1,9,2,0,0.4,1.2,27,1.2,2.0,1.1,1.0299999999999998,2.5,1.8700000000000003,1.3,1.1,0.0,1
13,12,1,1,1,0.8,2.6,27,0.4,1.6,0.9,1.1,2.3,2.35,1.7,0.9,0.0,0
20,6,14,1,4,0.9,4.1,40,2.4,2.0,2.1,1.7100000000000002,1.6,2.1,1.1,1.1,1.0,-1
22,20,27,2,1,2.1,0.7,42,1.6,1.5,1.5,1.22,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,1.0,1
0,5,14,3,1,1.8,0.3,63,2.0,0.0,2.3,1.83,0.8,0.8600000000000001,0.9,2.4,0.0,1
15,13,8,1,0,2.2,0.4,64,2.4,0.4,1.2,1.33,0.9,1.1,1.4,1.5,0.0,1
7,8,22,2,3,2.2,1.5,67,0.8,2.0,1.1,1.14,1.4,1.44,1.5,1.2,-0.5,-1
2,16,3,2,0,2.4,0.5,48,1.2,1.5,0.9,1.1199999999999999,1.5328947368421053,1.4846052631578948,2.3,1.5328947368421053,0.0,1
12,3,16,3,0,1.7,1.6,58,2.2,1.8,2.3,2.2199999999999998,1.4,1.6300000000000001,0.8,1.5,0.0,1
1,9,23,3,1,3.0,0.9,51,2.0,0.8,2.4,1.8799999999999997,0.9,1.05,1.2,1.7,0.0,1
21,17,15,3,2,1.8,1.7,54,0.8,1.5,1.7,1.4700000000000002,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,1.0,1
4,18,10,1,1,1.5,1.1,61,0.8,1.5,1.7,1.4599999999999997,1.5328947368421053,1.4846052631578948,1.9,1.5328947368421053,0.0,0
6,14,2,4,4,2.9,2.9,45,1.6,2.0,1.9,2.1399999999999997,2.8,2.16,1.2,1.2,-1.0,0
14,12,3,1,1,1.3,0.6,59,2.2,2.2,2.7,1.9400000000000002,2.2,2.1900000000000004,1.2,0.8,0.0,0
16,6,23,4,1,2.4,0.5,54,2.0,1.0,2.5,2.0100000000000002,1.7,1.97,1.0,1.6,1.0,1
17,4,2,2,3,1.9,1.3,47,0.8,1.5,1.1,1.13,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,1.0,-1
13,7,9,2,1,0.9,1.6,39,1.0,0.6,1.0,1.0500000000000003,1.1,1.2200000000000002,1.4,1.6,0.0,1
5,21,22,1,2,1.3,0.9,50,0.0,1.5,0.7,0.8600000000000001,1.5328947368421053,1.4846052631578948,2.1,1.5328947368421053,0.0,-1
18,2,1,1,3,0.8,2.9,46,0.8,1.8,0.9,0.8800000000000001,1.2,1.34,2.9,2.2,0.0,-1
3,0,27,0,1,1.1,1.6,37,1.8,2.0,1.3,1.6400000000000001,2.2,1.67,1.5,0.7,-0.5,-1
20,1,19,1,2,2.3,1.7,62,1.2,2.4,1.9,1.6300000000000001,2.3,1.8,1.5,1.2,-1.0,-1
8,15,10,0,3,2.4,2.2,51,1.4,1.5,1.4,1.5499999999999998,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,-1.0,-1
9,22,15,3,2,2.9,1.4,60,0.8,1.5,1.0,1.28,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,1
0,22,17,2,1,2.8,0.7,57,2.4,1.5,2.1,1.72,1.5328947368421053,1.4846052631578948,0.7,1.5328947368421053,1.0,1
3,13,2,3,1,3.1,0.2,68,1.8,0.8,1.4,1.6600000000000001,1.1,0.96,1.4,1.6,0.0,1
5,18,3,5,0,1.8,0.4,63,0.6,1.5,1.1,0.99,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,0.0,1
17,8,16,0,1,0.7,0.7,61,0.6,2.0,1.0,1.12,1.3,1.37,1.6,1.2,0.0,-1
16,15,19,1,0,2.4,0.5,58,2.0,1.5,2.5,2.13,1.5328947368421053,1.4846052631578948,0.7,1.5328947368421053,1.0,1
12,9,24,4,3,2.1,1.2,61,2.2,0.8,2.3,2.15,1.2,1.26,1.1,1.6,0.5,1
6,4,4,3,2,2.1,1.1,32,1.4,1.5,2.0,1.95,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,-1.0,1
21,7,14,1,1,1.1,0.9,55,1.4,0.8,1.5,1.27,0.9,1.1,2.0,1.5,-1.0,0
2,1,26,2,2,2.0,0.7,38,2.0,2.0,1.2,1.33,2.5,1.8,2.2,1.1,0.0,0
14,20,23,3,3,2.6,0.5,55,1.8,1.5,2.5,1.9800000000000004,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,1.0,0
22,5,9,1,0,0.8,0.9,51,1.2,0.6,1.5,1.22,1.1,0.9700000000000001,1.4,2.0,0.0,1
13,0,22,3,4,0.5,2.2,34,0.8,2.4,1.3,0.8,2.4,1.8399999999999999,1.9,1.0,0.0,-1
7,2,4,0,2,1.0,1.8,59,0.8,2.0,0.8,1.08,1.4,1.4100000000000001,1.4,2.2,1.0,-1
4,3,17,2,1,1.5,1.5,61,1.6,1.2,1.7,1.4,1.5,1.7600000000000002,2.0,1.5,0.0,1
9,17,11,5,0,2.5,0.3,63,1.2,1.5,1.6,1.41,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,1.0,1
18,12,23,0,2,1.0,1.7,25,0.8,2.2,0.6,0.8300000000000001,2.2,2.07,3.2,1.0,0.0,-1
1,14,10,1,0,2.3,0.6,46,2.0,1.2,2.3,1.73,2.2,1.6800000000000002,1.0,1.4,-0.5,1
15,6,3,2,1,4.1,1.5,45,2.4,1.4,1.2,1.54,2.1,1.92,0.8,1.9,1.0,1
8,16,27,3,0,3.3,1.5,38,2.0,1.5,1.6,1.67,1.5328947368421053,1.4846052631578948,1.1,1.5328947368421053,-1.0,1
20,21,15,1,2,1.8,2.2,74,0.2,1.5,1.6,1.4300000000000002,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,1.0,-1
7,12,1,1,2,1.7,1.2,24,0.2,2.6,0.9,1.2200000000000002,2.1,1.8900000000000001,1.6,1.0,0.0,-1
15,2,17,0,3,1.1,1.5,68,1.8,2.6,1.1,1.55,1.6,1.45,1.1,1.9,1.0,-1
4,5,23,1,1,2.6,0.6,72,1.6,0.8,1.5,1.47,1.2,0.97,2.0,1.9,0.0,0
22,17,22,1,1,1.2,1.3,68,1.4,1.5,1.5,1.28,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,1.0,0
18,3,24,1,0,0.8,0.6,41,0.8,0.6,0.7,0.8200000000000001,1.4,1.72,2.4,1.3,0.0,1
1,0,9,1,0,0.6,1.4,39,2.6,2.4,2.3,1.69,2.2,1.8,1.0,0.9,-1.0,1
9,21,16,5,0,2.3,1.3,63,1.8,1.5,2.1,1.58,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,-1.0,1
8,6,14,2,0,1.2,0.9,29,2.4,0.8,1.5,1.5999999999999999,2.1,1.8799999999999997,1.0,2.0,-0.5,1
13,14,27,1,2,0.3,1.6,35,0.6,1.2,1.2,0.74,2.2,1.7100000000000002,2.0,1.5,0.0,-1
20,16,3,4,1,3.8,1.7,56,0.8,1.5,1.8,1.67,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,-1.0,1
17,20,9,0,2,1.3,1.5,34,0.2,1.5,0.9,1.19,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,-1.0,-1
14,7,16,2,2,1.6,1.8,74,1.2,0.4,2.3,1.78,1.0,1.31,1.5,1.8,1.0,0
6,18,1,2,0,3.1,0.4,78,1.2,1.5,2.1,2.02,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,0.0,1
16,9,22,3,0,3.5,0.3,70,1.8,1.8,1.8,1.9599999999999997,2.1,1.5,1.4,1.7,1.0,1
5,8,2,0,2,0.7,1.4,61,0.8,2.4,1.0,0.93,1.6,1.4499999999999997,2.0,0.8,0.0,-1
0,4,27,2,0,2.3,0.7,49,2.4,1.5,2.0,1.69,1.5328947368421053,1.4846052631578948,0.9,1.5328947368421053,-1.0,1
21,22,3,3,0,1.1,0.7,45,2.0,1.5,1.6,1.3199999999999998,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,1.0,1
3,1,7,1,2,0.5,1.4,34,0.6,2.6,1.4,1.6099999999999999,1.9,1.67,1.4,1.0,-0.5,-1
12,15,14,0,0,2.3,0.8,68,2.2,1.5,2.0,1.9899999999999998,1.5328947368421053,1.4846052631578948,0.8,1.5328947368421053,1.0,0
7,4,10,1,1,1.3,1.2,35,0.6,1.5,1.1,1.3599999999999999,1.5328947368421053,1.4846052631578948,1.9,1.5328947368421053,0.0,0
1,18,2,1,1,0.9,0.6,77,2.2,1.5,1.9,1.5999999999999999,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,0.0,0
21,15,23,2,0,1.2,1.0,35,2.0,1.5,1.6,1.32,1.5328947368421053,1.4846052631578948,1.8,1.5328947368421053,1.0,1
20,8,24,2,1,1.5,1.8,61,2.0,2.4,1.9,1.56,1.4,1.3900000000000001,1.6,1.0,1.0,1
9,5,18,0,2,1.3,0.4,66,1.2,1.4,1.8,1.41,1.1,0.9,1.8,1.6,0.0,-1
17,2,19,2,3,1.0,1.6,34,0.2,2.6,1.1,1.19,1.9,1.55,2.3,1.7,-1.0,-1
13,16,6,1,0,1.4,1.4,35,1.2,1.5,1.2,0.75,1.5328947368421053,1.4846052631578948,1.8,1.5328947368421053,0.0,1
12,0,3,1,1,1.0,0.7,52,2.2,2.0,1.9,1.8599999999999999,2.0,1.72,0.7,1.0,-0.5,0
22,6,7,2,1,1.3,2.0,32,1.4,1.2,1.4,1.27,1.8,2.0300000000000002,1.6,2.1,1.0,1
16,17,3,1,3,2.4,3.5,62,0.6,1.5,1.3,1.9,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,1.0,-1
2,9,27,3,0,1.8,0.3,43,2.6,1.2,2.2,1.6600000000000001,1.8,1.3399999999999999,1.4,1.9,0.5,1
18,13,21,2,3,2.4,0.6,51,0.8,1.2,0.8,0.85,1.5,0.73,2.3,1.9,0.0,-1
5,12,16,0,2,0.8,1.8,32,0.8,2.2,1.1,0.8699999999999999,1.9,1.8199999999999998,1.5,0.7,0.0,-1
15,1,4,3,2,1.1,1.7,46,1.4,2.0,1.0,1.46,1.7,1.58,1.2,1.2,1.0,1
6,7,15,2,1,2.6,1.1,63,1.2,0.4,1.8,2.1599999999999997,1.2,1.35,2.0,1.7,1.0,1
3,22,1,1,4,2.2,2.4,60,0.6,1.5,1.4,1.7400000000000002,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,0.0,-1
8,14,10,1,3,1.0,2.4,28,1.8,1.6,1.5,1.48,2.6,1.9700000000000002,1.1,1.5,-0.5,-1
4,20,9,4,2,3.2,2.3,45,1.6,1.5,1.6,1.5,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,-1.0,1
0,21,14,0,2,2.7,1.4,73,1.4,1.5,1.8,1.89,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,1.0,-1
13,6,16,2,3,2.3,1.5,52,1.2,1.8,1.5,0.79,2.1,2.12,2.0,2.0,-1.0,-1
14,18,7,2,0,2.2,0.3,80,2.0,1.5,2.6,2.1100000000000003,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,1
1,5,24,3,2,3.2,1.2,64,2.0,0.8,1.7,1.67,1.2,0.9099999999999999,1.3,1.6,1.0,1
7,3,19,3,1,1.0,1.4,46,1.0,0.0,1.4,1.3900000000000001,1.2,1.5699999999999998,1.6,1.9,0.0,1
22,8,26,3,0,1.9,0.4,53,2.0,1.2,1.7,1.3699999999999999,1.4,1.44,1.4,1.4,0.0,1
17,15,27,2,1,0.7,0.8,44,1.4,1.5,1.4,1.28,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,-1.0,1
20,2,23,3,1,2.3,1.7,50,2.4,2.4,2.0,1.7600000000000002,2.2,1.77,2.0,1.5,-1.0,1
9,0,11,2,1,1.2,1.6,40,1.2,0.8,1.9,1.3900000000000001,1.4,1.7700000000000002,1.9,1.2,-0.6666666666666666,1
12,16,2,4,2,7.0,0.6,61,2.2,1.5,2.0,2.2,1.5328947368421053,1.4846052631578948,0.9,1.5328947368421053,1.0,1
21,4,22,0,0,0.7,2.3,32,2.0,1.5,1.7,1.35,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,-1.0,0
5,13,28,1,1,1.1,0.9,39,0.8,1.4,1.3,0.9100000000000001,1.5,0.8300000000000001,1.5,1.8,1.0,0
6,9,2,1,0,2.2,0.8,55,2.4,0.6,1.8,1.9300000000000002,1.9,1.3699999999999999,1.9,1.9,0.0,1
16,14,3,2,3,1.3,3.0,28,0.6,2.6,1.4,1.77,2.6,2.0100000000000002,2.1,1.6,0.0,-1
8,1,7,0,0,1.1,1.2,32,0.8,1.6,1.3,1.48,1.7,1.67,1.3,1.1,-1.0,0
15,20,10,2,2,0.8,1.2,37,1.0,1.5,1.2,1.46,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,1.0,0
0,7,16,5,0,3.3,0.3,60,1.4,1.0,1.9,2.04,1.2,1.29,1.1,2.1,1.0,1
3,17,6,3,2,1.2,1.2,48,0.6,1.5,1.3,1.4700000000000002,1.5328947368421053,1.4846052631578948,2.1,1.5328947368421053,1.0,1
18,21,15,2,2,2.5,2.3,57,0.4,1.5,0.8,1.03,1.5328947368421053,1.4846052631578948,2.1,1.5328947368421053,0.0,0
2,12,1,0,4,1.4,1.5,40,1.8,2.2,2.0,1.8,2.3,2.09,1.8,0.8,-0.3333333333333333,-1
4,22,4,0,0,1.0,1.1,72,1.2,1.5,1.4,1.6400000000000001,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,1.0,0
17,0,23,1,2,0.5,1.2,27,1.2,1.4,1.3,1.2399999999999998,1.8,1.98,2.2,1.1,1.0,-1
9,8,26,0,0,1.6,1.9,70,0.8,0.4,1.8,1.44,1.0,1.52,1.6,1.1,0.6666666666666666,0
13,4,19,4,0,3.1,0.9,41,2.0,1.5,1.8,1.06,1.5328947368421053,1.4846052631578948,1.7,1.5328947368421053,0.0,1
7,18,28,3,2,1.1,0.8,53,1.4,1.5,1.3,1.18,1.5328947368421053,1.4846052631578948,2.0,1.5328947368421053,0.0,1
1,16,10,1,3,1.4,2.6,61,1.0,1.5,1.5,1.51,1.5328947368421053,1.4846052631578948,1.3,1.5328947368421053,1.0,-1
14,5,22,3,1,1.7,1.4,74,2.6,0.8,2.3,1.9899999999999998,1.3,1.02,1.6,1.5,1.0,1
20,3,7,3,2,2.9,1.6,67,2.0,0.6,2.3,2.01,1.2,1.48,1.8,2.2,-1.0,1
12,6,16,4,1,2.9,0.6,50,2.6,1.8,2.4,2.21,1.5,1.7,0.9,1.9,0.0,1
21,2,27,1,1,1.4,1.2,48,1.8,1.4,1.5,1.3599999999999999,2.0,1.8299999999999996,1.1,1.3,1.0,0
22,15,9,3,4,2.1,3.3,53,2.0,1.5,1.7,1.3599999999999999,1.5328947368421053,1.4846052631578948,1.5,1.5328947368421053,-1.0,-1
8,20,14,2,2,2.6,1.0,43,0.6,1.5,1.2,1.54,1.5328947368421053,1.4846052631578948,1.0,1.5328947368421053,0.0,0
16,13,26,4,4,2.3,2.4,55,0.8,1.6,1.7,1.97,2.2,1.26,2.3,2.0,0.0,0
4,7,23,4,1,1.4,0.3,68,1.6,1.2,1.4,1.59,1.3,1.05,1.5,2.2,1.0,1
5,9,5,2,2,1.8,1.5,44,0.4,1.0,1.4,1.0699999999999998,1.7,1.3,1.5,1.6,1.0,0
18,1,16,0,5,1.4,2.2,37,0.2,1.4,0.8,1.06,1.8,1.56,2.5,1.2,0.0,-1
6,22,27,2,4,1.7,2.0,64,1.8,1.5,1.6,1.8199999999999998,1.5328947368421053,1.4846052631578948,1.9,1.5328947368421053,1.0,-1
15,21,1,3,0,0.7,1.4,51,2.0,1.5,1.5,1.42,1.5328947368421053,1.4846052631578948,1.6,1.5328947368421053,1.0,1
2,17,18,1,1,1.3,0.5,45,1.0,1.5,1.9,1.72,1.5328947368421053,1.4846052631578948,1.4,1.5328947368421053,0.0,0
0,12,2,3,1,3.5,0.4,43,1.8,2.4,2.0,2.1700000000000004,2.4,2.19,1.2,1.1,0.3333333333333333,1
3,14,9,1,3,1.0,2.1,28,0.6,3.0,1.3,1.4200000000000002,2.2,1.9100000000000001,2.2,1.3,1.0,-1
14,8,10,2,0,1.6,0.3,72,3.0,0.6,2.3,1.94,1.1,1.4999999999999998,1.2,1.2,0.6666666666666666,1
