ID,Player,Pos,Squad,Age,Born,PlayingTimeMP,PlayingTimeMin,PlayingTimeMn/MP,PlayingTimeMin%,PlayingTime90s,Starts,StartsMn/Start,StartsCompl,Subs,SubsMn/Sub,SubsunSub,TeamSuccessPPM,TeamSuccessonG,TeamSuccessonGA,TeamSuccess+/-,TeamSuccess+/-90,TeamSuccessOn-Off,TeamSuccess(xG)onxG,TeamSuccess(xG)onxGA,TeamSuccess(xG)xG+/-,TeamSuccess(xG)xG+/-90,TeamSuccess(xG)On-Off,Matches
PaMFcz232000,Pavel Šulc,MF,cz Czechia,23,2000,1,78.0,78.0,28.9,0.9,1,78.0,0,0,,2,0.0,1.0,1.0,0.0,0.0,0.94,0.2,1.1,-0.9,-1.09,-1.87,Matches
ToFWsk212002,Tomáš Suslov,FW/MF,sk Slovakia,21,2002,4,126.0,32.0,32.3,1.4,0,,0,4,32.0,0,1.0,0.0,3.0,-3.0,-2.14,-2.82,1.3,1.5,-0.2,-0.21,0.14,Matches
AdMFro241999,Adrian Șut,MF,ro Romania,24,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
JoDFhr232000,Josip Šutalo,DF,hr Croatia,23,2000,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,3.0,6.0,-3.0,-1.0,,5.7,4.4,1.3,0.44,,Matches
OlDFua291994,Oleksandr Svatok,DF,ua Ukraine,29,1994,1,80.0,80.0,29.6,0.9,1,80.0,0,0,,2,1.0,0.0,0.0,0.0,0.0,0.95,0.5,0.7,-0.2,-0.26,-0.48,Matches
KaFWpl271997,Karol Świderski,FW,pl Poland,27,1997,3,90.0,30.0,33.3,1.0,0,,0,3,30.0,0,0.33,1.0,3.0,-2.0,-2.0,-1.5,2.5,1.9,0.6,0.56,1.74,Matches
SeMFua321991,Serhiy Sydorchuk,MF,ua Ukraine,32,1991,1,6.0,6.0,2.2,0.1,0,,0,1,6.0,2,3.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,-0.46,-0.55,Matches
AtDFhu261998,Attila Szalai,DF,hu Hungary,26,1998,2,95.0,48.0,35.2,1.1,1,78.0,0,1,17.0,1,1.5,2.0,2.0,0.0,0.0,1.54,2.1,1.7,0.3,0.31,0.59,Matches
PéGKhu331990,Péter Szappanos,GK,hu Hungary,33,1990,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
WoGKpl331990,Wojciech Szczęsny,GK,pl Poland,33,1990,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,0.0,2.0,5.0,-3.0,-1.5,-1.5,2.9,3.6,-0.7,-0.33,0.8,Matches
DoMFhu232000,Dominik Szoboszlai,MF,hu Hungary,23,2000,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.0,2.0,5.0,-3.0,-1.0,,3.7,3.9,-0.2,-0.07,,Matches
DaMFpl281995,Damian Szymański,MF,pl Poland,28,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
SeMFpl241999,Sebastian Szymański,MF,pl Poland,24,1999,2,112.0,56.0,41.5,1.2,2,56.0,0,0,,1,0.5,1.0,2.0,-1.0,-0.8,0.34,0.5,3.1,-2.6,-2.11,-2.59,Matches
JeDFge271996,Jemal Tabidze,DF,ge Georgia,27,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
DuMFrs351988,Dušan Tadić,MF,rs Serbia,35,1988,3,156.0,52.0,57.8,1.7,1,81.0,0,2,38.0,0,0.67,0.0,1.0,-1.0,-0.58,-0.58,1.6,1.7,-0.1,-0.04,0.26,Matches
JoDFde271996,Jonathan Tah,DF,de Germany,27,1996,4,319.0,80.0,66.5,3.5,4,80.0,2,0,,0,1.75,7.0,3.0,4.0,1.13,-0.55,5.1,2.3,2.8,0.79,-0.63,Matches
MaMFua232000,Maksym Talovierov,MF,ua Ukraine,23,2000,1,1.0,1.0,0.4,0.0,0,,0,1,1.0,2,3.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,-1.36,-1.44,Matches
StGKro232000,Stefan Târnovanu,GK,ro Romania,23,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
GrDFsc261997,Greg Taylor,DF/MF,sct Scotland,26,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
AuMFfr242000,Aurélien Tchouaméni,MF,fr France,24,2000,5,470.0,94.0,82.5,5.2,5,94.0,4,0,,1,1.2,3.0,3.0,0.0,0.0,-0.9,6.8,4.4,2.3,0.48,-0.51,Matches
MaGKde311992,Marc-André ter Stegen,GK,de Germany,31,1992,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
ArDFbe232000,Arthur Theate,DF,be Belgium,23,2000,3,256.0,85.0,71.1,2.8,3,85.0,2,0,,1,1.33,1.0,1.0,0.0,0.0,0.0,2.3,2.4,-0.1,-0.05,-1.12,Matches
MaFWfr261997,Marcus Thuram,FW,fr France,26,1997,4,260.0,65.0,45.6,2.9,3,75.0,1,1,35.0,2,2.0,1.0,0.0,1.0,0.35,0.35,4.7,2.4,2.3,0.9,0.51,Matches
YoMFbe261997,Youri Tielemans,MF,be Belgium,26,1997,3,148.0,49.0,41.1,1.6,2,66.0,0,1,17.0,1,1.33,1.0,0.0,1.0,0.61,1.03,1.9,1.0,0.9,0.55,0.47,Matches
KiDFsc261997,Kieran Tierney,DF,sct Scotland,26,1997,2,136.0,68.0,50.4,1.5,2,68.0,0,0,,0,0.5,1.0,5.0,-4.0,-2.65,-1.98,0.2,2.8,-2.6,-1.72,-1.12,Matches
IvFWen271996,Ivan Toney,FW/MF,eng England,27,1996,3,45.0,15.0,6.5,0.5,0,,0,3,15.0,4,1.33,2.0,0.0,2.0,4.0,4.0,0.8,1.2,-0.4,-12.95,-12.88,Matches
FeFWes232000,Ferrán Torres,FW/MF,es Spain,23,2000,5,155.0,31.0,23.5,1.7,1,71.0,0,4,21.0,2,3.0,2.0,1.0,1.0,0.58,-1.2,2.6,2.2,0.4,0.31,-0.61,Matches
CeFWtr321991,Cenk Tosun,FW,tr Türkiye,32,1991,2,25.0,13.0,5.6,0.3,0,,0,2,13.0,3,1.5,1.0,0.0,1.0,3.6,3.81,1.1,0.3,0.8,2.74,3.24,Matches
GeDFat311992,Gernot Trauner,DF,at Austria,31,1992,2,90.0,45.0,25.0,1.0,1,58.0,0,1,32.0,1,1.5,1.0,1.0,0.0,0.0,-0.33,0.8,2.2,-1.4,-1.37,-2.05,Matches
KiDFen331990,Kieran Trippier,DF,eng England,33,1990,6,450.0,75.0,65.2,5.0,6,75.0,2,0,,1,2.0,3.0,4.0,-1.0,-0.2,-1.32,3.9,3.5,0.4,0.08,0.61,Matches
LeFWbe291994,Leandro Trossard,FW,be Belgium,29,1994,3,169.0,56.0,46.9,1.9,2,67.0,0,1,35.0,1,1.33,1.0,1.0,0.0,0.0,0.0,3.0,1.2,1.7,0.91,1.2,Matches
AnGKua222001,Anatolii Trubin,GK,ua Ukraine,22,2001,2,180.0,90.0,66.7,2.0,2,90.0,2,0,,1,2.0,2.0,1.0,1.0,0.5,3.5,2.3,1.7,0.6,0.28,0.62,Matches
HeDFge232000,Heorhii Tsitaishvili,DF/MF,ge Georgia,23,2000,4,190.0,48.0,52.8,2.1,2,67.0,0,2,28.0,0,1.0,2.0,5.0,-3.0,-1.42,-1.42,2.2,7.4,-5.2,-2.46,-1.54,Matches
ViFWua261997,Viktor Tsyhankov,FW,ua Ukraine,26,1997,1,62.0,62.0,23.0,0.7,1,62.0,0,0,,1,0.0,0.0,3.0,-3.0,-4.35,-4.79,0.2,1.1,-0.8,-1.19,-1.64,Matches
ĽuMFsk251998,Ľubomír Tupta,MF,sk Slovakia,25,1998,1,12.0,12.0,3.1,0.1,0,,0,1,12.0,3,0.0,0.0,0.0,0.0,0.0,0.24,0.3,0.1,0.2,,,Matches
OlDFua271997,Oleksandr Tymchyk,DF,ua Ukraine,27,1997,3,199.0,66.0,73.7,2.2,2,90.0,2,1,19.0,0,1.33,2.0,1.0,1.0,0.45,4.26,2.7,1.7,0.9,0.42,1.34,Matches
DeMFde271996,Deniz Undav,MF,de Germany,27,1996,1,7.0,7.0,1.5,0.1,0,,0,1,7.0,3,1.5,1.0,2.0,-1.0,-12.86,-14.38,0.2,0.3,0.0,-0.44,-1.46,Matches
DaDFfr251998,Dayot Upamecano,DF,fr France,25,1998,6,570.0,95.0,100.0,6.3,6,95.0,6,0,,0,1.5,4.0,3.0,1.0,0.16,,9.0,5.2,3.8,0.63,0.63,Matches
KaFWpl192004,Kacper Urbanski,FW/MF,pl Poland,19,2004,3,148.0,49.0,54.8,1.6,2,72.0,1,1,4.0,0,0.33,2.0,2.0,0.0,0.0,2.21,1.6,3.5,-1.9,-1.13,-1.19,Matches
ViDFnl321991,Virgil van Dijk,DF,nl Netherlands,32,1991,6,540.0,90.0,100.0,6.0,6,90.0,6,0,,0,1.67,10.0,7.0,3.0,0.5,,8.0,6.4,1.6,0.26,,Matches
VlFWua222002,Vladyslav Vanat,FW,ua Ukraine,22,2002,1,21.0,21.0,7.8,0.2,0,,0,1,21.0,2,1.0,0.0,0.0,0.0,0.0,0.72,0.5,0.3,0.2,0.86,0.86,Matches
BaFWhu301994,Barnabás Varga,FW,hu Hungary,30,1994,3,249.0,83.0,92.2,2.8,3,83.0,1,0,,0,1.0,1.0,5.0,-4.0,-1.45,-5.73,2.6,3.6,-1.0,-0.38,-3.94,Matches
RuMFch251998,Ruben Vargas,MF/FW,ch Switzerland,25,1998,5,306.0,61.0,63.8,3.4,4,70.0,0,1,26.0,0,1.8,5.0,3.0,2.0,0.59,-0.45,3.9,2.9,1.0,0.3,-0.12,Matches
DeDFsk271996,Denis Vavro,DF,sk Slovakia,27,1996,4,390.0,98.0,100.0,4.3,4,98.0,4,0,,0,1.0,4.0,5.0,-1.0,-0.23,,4.4,5.8,-1.4,-0.34,-0.34,Matches
JoMFnl251998,Joey Veerman,MF,nl Netherlands,25,1998,6,209.0,35.0,38.7,2.3,2,48.0,0,4,29.0,0,1.67,4.0,3.0,1.0,0.43,-0.11,3.6,1.3,2.3,0.98,1.18,Matches
IgGKsi251998,Igor Vekič,GK,si Slovenia,25,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
MiDFrs281995,Miloš Veljković,DF,rs Serbia,28,1995,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,0.67,1.0,2.0,-1.0,-0.33,,2.1,2.6,-0.5,-0.15,,Matches
MiDFnl222001,Micky van de Ven,DF,nl Netherlands,22,2001,4,70.0,18.0,13.0,0.8,0,,0,4,18.0,2,2.25,4.0,1.0,3.0,3.86,3.86,1.4,1.2,0.2,0.31,0.06,Matches
BeMFsi301993,Benjamin Verbič,MF,si Slovenia,30,1993,3,74.0,25.0,19.0,0.8,0,,0,3,25.0,1,1.0,1.0,1.0,0.0,0.0,0.0,1.2,1.8,-0.6,-1.19,-0.59,Matches
BaGKnl212002,Bart Verbruggen,GK,nl Netherlands,21,2002,6,540.0,90.0,100.0,6.0,6,90.0,6,0,,0,1.67,10.0,7.0,3.0,0.5,,8.0,6.4,1.6,0.26,,Matches
ArMFbe182005,Arthur Vermeeren,MF,be Belgium,18,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
JaDFbe361987,Jan Vertonghen,DF,be Belgium,36,1987,3,270.0,90.0,75.0,3.0,3,90.0,3,0,,1,1.33,2.0,1.0,1.0,0.33,1.33,2.8,2.8,0.0,0.01,-1.06,Matches
JaDFdk311992,Jannik Vestergaard,DF,dk Denmark,31,1992,4,360.0,90.0,100.0,4.0,4,90.0,4,0,,0,0.75,2.0,4.0,-2.0,-0.5,,4.3,4.8,-0.5,-0.12,,Matches
GuGKit271996,Guglielmo Vicario,GK,it Italy,27,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
DoDFhr341989,Domagoj Vida,DF/MF,hr Croatia,34,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
ŽaFWsi212002,Žan Vipotnik,FW,si Slovenia,21,2002,1,15.0,15.0,3.8,0.2,0,,0,1,15.0,3,1.0,0.0,1.0,-1.0,-6.0,-6.24,0.0,0.3,-0.3,-1.8,-1.19,Matches
MaDFcz212003,Martin Vitík,DF,cz Czechia,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
ViMFpt232000,Vitinha,MF,pt Portugal,23,2000,4,358.0,90.0,70.2,4.0,4,90.0,0,0,,1,2.0,4.0,1.0,3.0,0.75,1.35,5.2,2.5,2.7,0.67,-0.71,Matches
DaDFes241999,Daniel Vivian,DF,es Spain,24,1999,2,123.0,62.0,18.6,1.4,1,90.0,1,1,33.0,5,3.0,1.0,0.0,1.0,0.73,-0.94,1.5,0.8,0.7,0.49,-0.39,Matches
DuMFrs242000,Dušan Vlahović,MF/FW,rs Serbia,24,2000,3,177.0,59.0,65.6,2.0,2,77.0,1,1,24.0,0,0.67,0.0,1.0,-1.0,-0.51,-0.51,1.3,1.4,0.0,-0.02,0.38,Matches
NiFWhr261997,Nikola Vlašić,FW/MF,hr Croatia,26,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
ToDFcz222001,Tomáš Vlček,DF,cz Czechia,22,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
AsMFbe212002,Aster Vranckx,MF,be Belgium,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
StDFnl311992,Stefan de Vrij,DF,nl Netherlands,31,1992,6,540.0,90.0,100.0,6.0,6,90.0,6,0,,0,1.67,10.0,7.0,3.0,0.5,,8.0,6.4,1.6,0.26,,Matches
KyDFen331990,Kyle Walker,DF,eng England,33,1990,7,690.0,99.0,100.0,7.7,7,99.0,7,0,,0,1.71,8.0,6.0,2.0,0.26,,6.1,7.0,-1.0,-0.14,-0.14,Matches
SeDFpl232000,Sebastian Walukiewicz,DF,pl Poland,23,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
OlFWen281995,Ollie Watkins,FW,eng England,28,1995,3,62.0,21.0,9.0,0.7,0,,0,3,21.0,4,1.33,2.0,1.0,1.0,1.45,1.31,0.7,1.2,-0.4,-0.63,-0.56,Matches
WoFWnl311992,Wout Weghorst,FW,nl Netherlands,31,1992,6,138.0,23.0,25.6,1.5,0,,0,6,23.0,0,1.67,5.0,2.0,3.0,1.96,1.96,1.8,1.5,0.3,0.22,-0.06,Matches
AnFWat321991,Andreas Weimann,FW,at Austria,32,1991,1,1.0,1.0,0.3,0.0,0,,0,1,1.0,3,3.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,-1.72,-1.89,Matches
AdMFen192004,Adam Wharton,MF,eng England,19,2004,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
SiDFch301993,Silvan Widmer,DF,ch Switzerland,30,1993,4,299.0,75.0,62.3,3.3,3,81.0,1,1,57.0,0,1.5,5.0,4.0,1.0,0.3,-1.19,4.2,3.8,0.4,0.13,-0.49,Matches
GeMFnl331990,Georginio Wijnaldum,MF,nl Netherlands,33,1990,3,73.0,24.0,13.5,0.8,0,,0,3,24.0,3,1.33,2.0,1.0,1.0,1.23,0.85,0.5,1.2,-0.7,-0.85,-1.28,Matches
NiFWes212002,Nico Williams,FW,es Spain,21,2002,6,492.0,82.0,74.5,5.5,6,82.0,2,0,,1,3.0,13.0,3.0,10.0,1.83,1.29,9.8,4.1,5.7,1.05,0.94,Matches
PaFWat222001,Patrick Wimmer,FW/MF,at Austria,22,2001,3,138.0,46.0,38.3,1.5,1,62.0,0,2,38.0,0,2.0,4.0,1.0,3.0,1.96,2.77,2.5,3.2,-0.7,-0.42,-0.96,Matches
JoFWdk241999,Jonas Wind,FW,dk Denmark,24,1999,4,193.0,48.0,53.6,2.1,3,61.0,0,1,10.0,0,0.75,2.0,2.0,0.0,0.0,1.08,2.6,2.2,0.4,0.18,0.65,Matches
FlFWde202003,Florian Wirtz,FW/MF,de Germany,20,2003,5,279.0,56.0,58.1,3.1,3,65.0,0,2,43.0,0,2.0,5.0,3.0,2.0,0.65,-1.59,5.7,2.4,3.3,1.19,0.39,Matches
AxDFbe351989,Axel Witsel,DF/MF,be Belgium,35,1989,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
MaDFat251998,Maximilian Wöber,DF,at Austria,25,1998,3,175.0,58.0,48.6,1.9,2,74.0,1,1,27.0,1,1.0,4.0,3.0,1.0,0.51,0.51,3.5,2.8,0.7,0.37,0.39,Matches
GrMFch311992,Granit Xhaka,MF,ch Switzerland,31,1992,5,480.0,96.0,100.0,5.3,5,96.0,5,0,,0,1.8,8.0,4.0,4.0,0.75,,6.7,4.9,1.8,0.37,0.37,Matches
LaFWes162007,Lamine Yamal,FW,es Spain,16,2007,7,503.0,72.0,76.2,5.6,6,81.0,1,1,19.0,0,3.0,13.0,3.0,10.0,1.79,1.22,10.1,4.3,5.8,1.03,0.93,Matches
RoFWua281995,Roman Yaremchuk,FW,ua Ukraine,28,1995,3,121.0,40.0,44.8,1.3,1,69.0,0,2,26.0,0,1.33,1.0,0.0,1.0,0.74,2.56,1.2,0.8,0.4,0.27,0.36,Matches
AnFWua341989,Andriy Yarmolenko,FW/MF,ua Ukraine,34,1989,3,104.0,35.0,38.5,1.2,1,66.0,0,2,19.0,0,1.33,1.0,1.0,0.0,0.0,1.08,1.9,0.8,1.1,0.97,1.47,Matches
YuMFtr271997,Yusuf Yazıcı,MF/FW,tr Türkiye,27,1997,2,57.0,29.0,12.7,0.6,0,,0,2,29.0,3,1.5,1.0,1.0,0.0,0.0,0.0,1.0,1.5,-0.5,-0.73,-0.46,Matches
BeFWtr212002,Bertuğ Yıldırım,FW,tr Türkiye,21,2002,0,,,0.0,0.0,0,,0,0,,4,0.0,1.0,2.0,-1.0,,,,,,,,Matches
KeFWtr182005,Kenan Yıldız,FW/MF,tr Türkiye,18,2005,5,345.0,69.0,76.7,3.8,4,78.0,0,1,33.0,0,1.8,6.0,5.0,1.0,0.26,1.12,4.6,5.9,-1.4,-0.36,-0.15,Matches
OkMFtr291994,Okay Yokuşlu,MF/DF,tr Türkiye,29,1994,3,55.0,18.0,12.2,0.6,0,,0,3,18.0,2,2.0,1.0,1.0,0.0,0.0,0.0,1.4,2.1,-0.7,-1.15,-0.95,Matches
İsMFtr251999,İsmail Yüksek,MF,tr Türkiye,25,1999,3,152.0,51.0,33.8,1.7,2,60.0,0,1,33.0,1,2.0,2.0,0.0,2.0,1.18,1.79,1.5,2.2,-0.7,-0.44,-0.18,Matches
IlDFua212002,Illia Zabarnyi,DF,ua Ukraine,21,2002,3,270.0,90.0,100.0,3.0,3,90.0,3,0,,0,1.33,2.0,4.0,-2.0,-0.67,,3.0,2.8,0.2,0.07,,Matches
MaMFit281995,Mattia Zaccagni,MF/FW,it Italy,28,1995,3,82.0,27.0,22.8,0.9,0,,0,3,27.0,1,0.33,1.0,1.0,0.0,0.0,0.65,0.9,0.7,0.2,0.21,0.72,Matches
WaMFfr172006,Warren Zaïre-Emery,MF,fr France,17,2006,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
DeMFch271996,Denis Zakaria,MF,ch Switzerland,27,1996,1,23.0,23.0,4.8,0.3,0,,0,1,23.0,2,1.0,0.0,0.0,0.0,0.0,-0.79,0.3,0.1,0.2,,,Matches
NiDFpl222002,Nicola Zalewski,DF,pl Poland,22,2002,3,247.0,82.0,91.5,2.7,3,82.0,2,0,,0,0.33,2.0,6.0,-4.0,-1.46,-5.37,3.2,5.6,-2.4,-0.88,-3.33,Matches
AdMFsi212002,Adrian Zeljković,MF,si Slovenia,21,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
CeDFch251998,Cedric Zesiger,DF,ch Switzerland,25,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
PiMFpl291994,Piotr Zieliński,MF,pl Poland,29,1994,3,253.0,84.0,93.7,2.8,3,84.0,1,0,,0,0.33,3.0,5.0,-2.0,-0.71,4.58,2.9,5.7,-2.8,-0.99,-6.3,Matches
DaZDFcz232000,David Zima,DF,cz Czechia,23,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
OlDFua271996,Oleksandr Zinchenko,DF,ua Ukraine,27,1996,3,213.0,71.0,78.9,2.4,2,90.0,2,1,33.0,0,1.33,2.0,4.0,-2.0,-0.85,-0.85,2.7,2.3,0.4,0.19,0.54,Matches
JoFWnl222001,Joshua Zirkzee,FW/DF,nl Netherlands,22,2001,2,5.0,3.0,0.9,0.1,0,,0,2,3.0,4,1.5,0.0,0.0,0.0,0.0,-0.5,0.1,0.3,-0.3,-5.17,-5.48,Matches
AnDFrs271996,Andrija Živković,DF,rs Serbia,27,1996,3,244.0,81.0,90.4,2.7,3,81.0,1,0,,0,0.67,0.0,2.0,-2.0,-0.74,-4.2,1.7,2.4,-0.7,-0.25,-1.05,Matches
BuFWge291994,Budu Zivzivadze,FW/MF,ge Georgia,29,1994,2,18.0,9.0,5.0,0.2,0,,0,2,9.0,2,0.0,0.0,2.0,-2.0,-10.0,-9.74,0.2,1.9,-1.6,-8.2,-6.81,Matches
StMFch321991,Steven Zuber,MF,ch Switzerland,32,1991,2,77.0,39.0,16.0,0.9,0,,0,2,39.0,1,2.0,1.0,1.0,0.0,0.0,-0.89,1.3,0.9,0.4,0.7,0.4,Matches
MaMFes241999,Martín Zubimendi,MF,es Spain,24,1999,4,141.0,35.0,21.4,1.6,1,90.0,1,3,17.0,3,3.0,3.0,1.0,2.0,1.28,-0.28,3.0,0.9,2.1,1.36,0.7,Matches
OlFWua271996,Oleksandr Zubkov,FW,ua Ukraine,27,1996,1,24.0,24.0,8.9,0.3,0,,0,1,24.0,2,3.0,1.0,0.0,1.0,3.75,4.85,0.4,0.2,0.1,0.54,0.51,Matches
NiFWsi232000,Nino Žugelj,FW,si Slovenia,23,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
